Customer_Industry,Region_Customer,Product_Category,Sales_Channel,Lead_Source,Year,Quarter,OrderEntry_EUR_Actual,OrderEntry_EUR_Forecast,LostOrderEntry_EUR_Actual
Automotive,North,OTC,LargeEnterprise,Mail,2020,Q1,6541360.541804458,6719583.622468371,6666666.666666667
Automotive,North,OTC,MidMarket,Website,2020,Q1,4914013.083802984,4798281.103360726,6666666.666666667
Automotive,North,OTC,MidMarket,Trade Show,2020,Q1,4805456.336657658,4804374.341819846,6666666.666666667
Automotive,North,OTC,MidMarket,Mail,2020,Q1,5040875.388329368,4919661.674385898,6666666.666666667
Automotive,North,OTC,SME,Website,2020,Q1,4982539.8470083345,4941191.447928498,3333333.3333333335
Automotive,North,OTC,SME,Trade Show,2020,Q1,5031849.682469257,4971825.374099759,3333333.3333333335
Automotive,North,OTC,SME,Mail,2020,Q1,5018448.205128294,4804315.108141644,3333333.3333333335
Automotive,West,MPLS,LargeEnterprise,Website,2020,Q1,26289973.29943107,26867744.67215643,20000000.0
Automotive,West,MPLS,LargeEnterprise,Trade Show,2020,Q1,26808332.109370317,26355316.143396117,20000000.0
Automotive,West,MPLS,LargeEnterprise,Mail,2020,Q1,25474921.336616404,26688608.403526224,20000000.0
Automotive,West,MPLS,MidMarket,Website,2020,Q1,19235179.434902973,19648078.858341005,20000000.0
Automotive,West,MPLS,MidMarket,Trade Show,2020,Q1,19054272.746692643,19497132.21710786,20000000.0
Automotive,West,MPLS,MidMarket,Mail,2020,Q1,19390396.396915916,20172619.487913996,20000000.0
Automotive,West,MPLS,SME,Website,2020,Q1,19466412.747627378,19698545.644983802,10000000.0
Automotive,West,MPLS,SME,Trade Show,2020,Q1,19325618.838128675,20040248.299359016,10000000.0
Automotive,West,MPLS,SME,Mail,2020,Q1,19994485.010982316,20143950.875639547,10000000.0
Automotive,West,SD-WAN,LargeEnterprise,Website,2020,Q1,6476034.664010769,6603475.184136798,20000000.0
Automotive,West,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6445707.137208286,6552908.804740803,20000000.0
Automotive,West,SD-WAN,LargeEnterprise,Mail,2020,Q1,6550411.766596633,6334737.673697594,20000000.0
Automotive,West,SD-WAN,MidMarket,Website,2020,Q1,4792277.267492428,4762005.892221701,20000000.0
Automotive,West,SD-WAN,MidMarket,Trade Show,2020,Q1,4990659.094226212,4810255.364815335,20000000.0
Automotive,West,SD-WAN,MidMarket,Mail,2020,Q1,4772365.193103931,4805802.529556799,20000000.0
Automotive,West,SD-WAN,SME,Website,2020,Q1,5046066.080980155,4826427.638559953,10000000.0
Automotive,West,SD-WAN,SME,Trade Show,2020,Q1,4981673.430788997,4841480.391309298,10000000.0
Automotive,West,SD-WAN,SME,Mail,2020,Q1,4809614.704460252,4858019.648065219,10000000.0
Automotive,West,MS365,LargeEnterprise,Website,2020,Q1,9503313.27027416,9752322.614041325,6666666.666666667
Automotive,West,MS365,LargeEnterprise,Trade Show,2020,Q1,9989276.857072901,9559319.803073607,6666666.666666667
Automotive,West,MS365,LargeEnterprise,Mail,2020,Q1,9924114.40630857,9525417.159171669,6666666.666666667
Automotive,West,MS365,MidMarket,Website,2020,Q1,7453053.225618444,7428275.00208286,6666666.666666667
Automotive,West,MS365,MidMarket,Trade Show,2020,Q1,7472071.656008676,7366800.671179385,6666666.666666667
Automotive,West,MS365,MidMarket,Mail,2020,Q1,7158320.093280341,7324864.890999054,6666666.666666667
Automotive,West,MS365,SME,Website,2020,Q1,7286309.577844922,7410497.973525758,3333333.3333333335
Automotive,West,MS365,SME,Trade Show,2020,Q1,7177141.076786308,7497455.733241593,3333333.3333333335
Automotive,West,MS365,SME,Mail,2020,Q1,7513396.541644016,7317461.809102291,3333333.3333333335
Automotive,West,Google Workspaces,LargeEnterprise,Website,2020,Q1,6582652.584064356,6589781.119354125,3333333.3333333335
Automotive,West,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6465692.543274393,6714762.222867398,3333333.3333333335
Automotive,West,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6358756.673447742,6669183.131677958,3333333.3333333335
Automotive,West,Google Workspaces,MidMarket,Website,2020,Q1,4843294.696514699,4877800.243150723,3333333.3333333335
Automotive,West,Google Workspaces,MidMarket,Trade Show,2020,Q1,4847554.9966080235,4943415.051344423,3333333.3333333335
Automotive,West,Google Workspaces,MidMarket,Mail,2020,Q1,4968881.853501419,4803121.276574781,3333333.3333333335
Automotive,West,Google Workspaces,SME,Website,2020,Q1,4941267.241406564,4918156.655468527,1666666.6666666667
Automotive,West,Google Workspaces,SME,Trade Show,2020,Q1,5016163.822772898,5044398.4873415325,1666666.6666666667
Automotive,West,Google Workspaces,SME,Mail,2020,Q1,4891664.477548584,4905494.534560757,1666666.6666666667
Automotive,West,Hyperscaler,LargeEnterprise,Website,2020,Q1,9571756.547562981,10056582.979514088,10000000.0
Automotive,West,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,9927946.872333797,9744400.952301957,10000000.0
Automotive,West,Hyperscaler,LargeEnterprise,Mail,2020,Q1,9956471.029170139,10099306.896310778,10000000.0
Automotive,West,Hyperscaler,MidMarket,Website,2020,Q1,7377574.738906274,7385649.015852401,10000000.0
Automotive,West,Hyperscaler,MidMarket,Trade Show,2020,Q1,7471935.2309795525,7144021.0474061705,10000000.0
Automotive,West,Hyperscaler,MidMarket,Mail,2020,Q1,7347208.018363976,7389039.658511125,10000000.0
Automotive,West,Hyperscaler,SME,Website,2020,Q1,7360229.773221897,7248557.713055818,5000000.0
Automotive,West,Hyperscaler,SME,Trade Show,2020,Q1,7317393.458261347,7139616.594916153,5000000.0
Automotive,West,Hyperscaler,SME,Mail,2020,Q1,7136438.6070348425,7494383.9871125985,5000000.0
Automotive,West,OTC,LargeEnterprise,Website,2020,Q1,6376489.904130655,6443625.1881256355,6666666.666666667
Automotive,West,OTC,LargeEnterprise,Trade Show,2020,Q1,6345905.007608027,6651952.754951933,6666666.666666667
Automotive,West,OTC,LargeEnterprise,Mail,2020,Q1,6587897.4978388455,6448620.36651568,6666666.666666667
Automotive,West,OTC,MidMarket,Website,2020,Q1,4844306.794322898,4808297.9061621325,6666666.666666667
Automotive,West,OTC,MidMarket,Trade Show,2020,Q1,4902571.207349411,5042180.672231328,6666666.666666667
Automotive,West,OTC,MidMarket,Mail,2020,Q1,5022269.942177828,4858493.598326506,6666666.666666667
Automotive,West,OTC,SME,Website,2020,Q1,4824787.668744662,4930412.8634329485,3333333.3333333335
Automotive,West,OTC,SME,Trade Show,2020,Q1,4873114.876910688,4932994.447844341,3333333.3333333335
Automotive,West,OTC,SME,Mail,2020,Q1,4976665.341562915,4918142.04465205,3333333.3333333335
Automotive,South,MPLS,LargeEnterprise,Website,2020,Q1,25699410.39811993,26796846.522967275,20000000.0
Automotive,South,MPLS,LargeEnterprise,Trade Show,2020,Q1,25456501.189059403,26412439.047520325,20000000.0
Automotive,South,MPLS,LargeEnterprise,Mail,2020,Q1,25796935.65799536,25979306.13990122,20000000.0
Automotive,South,MPLS,MidMarket,Website,2020,Q1,19193465.544704802,20034856.46142913,20000000.0
Automotive,South,MPLS,MidMarket,Trade Show,2020,Q1,20115637.182811085,19217275.478939157,20000000.0
Automotive,South,MPLS,MidMarket,Mail,2020,Q1,19969744.4554773,19653084.109132502,20000000.0
Automotive,South,MPLS,SME,Website,2020,Q1,19760084.507812507,20140660.446332507,10000000.0
Automotive,South,MPLS,SME,Trade Show,2020,Q1,20045752.70822526,19750477.155856494,10000000.0
Automotive,South,MPLS,SME,Mail,2020,Q1,19964406.492278937,19980362.14056985,10000000.0
Automotive,South,SD-WAN,LargeEnterprise,Website,2020,Q1,6407961.3568877475,6594757.623551411,20000000.0
Automotive,South,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6690356.932729324,6669081.67874849,20000000.0
Automotive,South,SD-WAN,LargeEnterprise,Mail,2020,Q1,6549070.230099593,6711128.4852714315,20000000.0
Automotive,South,SD-WAN,MidMarket,Website,2020,Q1,4992232.046549219,4831876.518259821,20000000.0
Automotive,South,SD-WAN,MidMarket,Trade Show,2020,Q1,5018827.389977047,4800898.324377015,20000000.0
Automotive,South,SD-WAN,MidMarket,Mail,2020,Q1,4845401.042491559,4895197.225099762,20000000.0
Automotive,South,SD-WAN,SME,Website,2020,Q1,4783015.577358303,4960558.728047265,10000000.0
Automotive,South,SD-WAN,SME,Trade Show,2020,Q1,4818380.548762582,4818157.375954664,10000000.0
Automotive,South,SD-WAN,SME,Mail,2020,Q1,4878132.336587877,4751230.435129049,10000000.0
Automotive,South,MS365,LargeEnterprise,Website,2020,Q1,9990808.859553495,9705761.069502022,6666666.666666667
Automotive,South,MS365,LargeEnterprise,Trade Show,2020,Q1,10016438.349953806,10081315.601280674,6666666.666666667
Automotive,South,MS365,LargeEnterprise,Mail,2020,Q1,9504171.278318714,9916980.476363508,6666666.666666667
Automotive,South,MS365,MidMarket,Website,2020,Q1,7354836.286159905,7305596.449773551,6666666.666666667
Automotive,South,MS365,MidMarket,Trade Show,2020,Q1,7312834.951416951,7211659.243806077,6666666.666666667
Automotive,South,MS365,MidMarket,Mail,2020,Q1,7224948.514711828,7285240.353189636,6666666.666666667
Automotive,South,MS365,SME,Website,2020,Q1,7178939.415300157,7201427.744985561,3333333.3333333335
Automotive,South,MS365,SME,Trade Show,2020,Q1,7276926.827131633,7172837.619590828,3333333.3333333335
Automotive,South,MS365,SME,Mail,2020,Q1,7549309.366760634,7533034.0676576495,3333333.3333333335
Automotive,South,Google Workspaces,LargeEnterprise,Website,2020,Q1,6462614.506141636,6732393.468683523,3333333.3333333335
Automotive,South,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6540849.58203068,6398979.109171649,3333333.3333333335
Automotive,South,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6614540.916891404,6355142.356884645,3333333.3333333335
Automotive,South,Google Workspaces,MidMarket,Website,2020,Q1,4859088.880713788,4848919.332143864,3333333.3333333335
Automotive,South,Google Workspaces,MidMarket,Trade Show,2020,Q1,5041534.624816288,4888497.754228424,3333333.3333333335
Automotive,South,Google Workspaces,MidMarket,Mail,2020,Q1,5038734.188482633,4811446.3741227565,3333333.3333333335
Automotive,South,Google Workspaces,SME,Website,2020,Q1,4825534.688747609,4840427.473539568,1666666.6666666667
Automotive,South,Google Workspaces,SME,Trade Show,2020,Q1,4899174.551767715,4810261.220707498,1666666.6666666667
Automotive,South,Google Workspaces,SME,Mail,2020,Q1,4840263.49294503,4982278.170529735,1666666.6666666667
Automotive,South,Hyperscaler,LargeEnterprise,Website,2020,Q1,9670904.29662648,9927546.765948357,10000000.0
Automotive,South,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,9522132.168412719,9880970.909456588,10000000.0
Automotive,South,Hyperscaler,LargeEnterprise,Mail,2020,Q1,9865738.600387938,9732330.714247523,10000000.0
Automotive,South,Hyperscaler,MidMarket,Website,2020,Q1,7351205.560452987,7534068.423591406,10000000.0
Automotive,South,Hyperscaler,MidMarket,Trade Show,2020,Q1,7148165.438062495,7561289.643690758,10000000.0
Automotive,South,Hyperscaler,MidMarket,Mail,2020,Q1,7250390.908906475,7203137.690681435,10000000.0
Automotive,South,Hyperscaler,SME,Website,2020,Q1,7533719.648684995,7225355.688635345,5000000.0
Automotive,South,Hyperscaler,SME,Trade Show,2020,Q1,7232802.850800137,7361533.962600166,5000000.0
Automotive,South,Hyperscaler,SME,Mail,2020,Q1,7190202.69244105,7166062.75617701,5000000.0
Automotive,South,OTC,LargeEnterprise,Website,2020,Q1,6529114.437444358,6507912.692862579,6666666.666666667
Automotive,South,OTC,LargeEnterprise,Trade Show,2020,Q1,6727593.514977574,6566049.839244418,6666666.666666667
Automotive,South,OTC,LargeEnterprise,Mail,2020,Q1,6430155.441937934,6542162.761788267,6666666.666666667
Automotive,South,OTC,MidMarket,Website,2020,Q1,4951640.664221764,4849272.574923408,6666666.666666667
Automotive,South,OTC,MidMarket,Trade Show,2020,Q1,4978485.884598616,4912733.741823162,6666666.666666667
Automotive,South,OTC,MidMarket,Mail,2020,Q1,4821291.263197719,5037640.286277655,6666666.666666667
Automotive,South,OTC,SME,Website,2020,Q1,4968464.9045835575,4811805.221287413,3333333.3333333335
Automotive,South,OTC,SME,Trade Show,2020,Q1,4860334.9398157755,4946449.407518201,3333333.3333333335
Automotive,South,OTC,SME,Mail,2020,Q1,4939691.749178074,4763019.008246816,3333333.3333333335
Automotive,East,MPLS,LargeEnterprise,Website,2020,Q1,26346980.870550767,25439599.580503628,20000000.0
Automotive,East,MPLS,LargeEnterprise,Trade Show,2020,Q1,26190572.82785295,26216258.492091067,20000000.0
Automotive,East,MPLS,LargeEnterprise,Mail,2020,Q1,25477796.965420388,25501236.02185805,20000000.0
Automotive,East,MPLS,MidMarket,Website,2020,Q1,20002362.994707085,19026816.14611223,20000000.0
Automotive,East,MPLS,MidMarket,Trade Show,2020,Q1,19384936.077966083,19205815.59717763,20000000.0
Automotive,East,MPLS,MidMarket,Mail,2020,Q1,19223822.212479822,19677819.00519949,20000000.0
Automotive,East,MPLS,SME,Website,2020,Q1,19048930.169865716,19844009.14542272,10000000.0
Automotive,East,MPLS,SME,Trade Show,2020,Q1,19709071.53182589,19242974.276969656,10000000.0
Automotive,East,MPLS,SME,Mail,2020,Q1,19813077.234210737,19801911.32464981,10000000.0
Automotive,East,SD-WAN,LargeEnterprise,Website,2020,Q1,6339968.464904475,6406323.865773025,20000000.0
Automotive,East,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6538170.556653046,6578716.303985836,20000000.0
Automotive,East,SD-WAN,LargeEnterprise,Mail,2020,Q1,6423931.643412508,6498117.205291653,20000000.0
Automotive,East,SD-WAN,MidMarket,Website,2020,Q1,4943551.837122835,4946139.852800085,20000000.0
Automotive,East,SD-WAN,MidMarket,Trade Show,2020,Q1,4802309.928701497,5048515.825743775,20000000.0
Automotive,East,SD-WAN,MidMarket,Mail,2020,Q1,4957281.32143074,5031345.089569769,20000000.0
Automotive,East,SD-WAN,SME,Website,2020,Q1,4866020.603890161,4751284.527350831,10000000.0
Automotive,East,SD-WAN,SME,Trade Show,2020,Q1,5031018.99662102,5015631.629308692,10000000.0
Automotive,East,SD-WAN,SME,Mail,2020,Q1,4791256.283243798,4769947.23855243,10000000.0
Automotive,East,MS365,LargeEnterprise,Website,2020,Q1,9704639.810630154,10071827.951695906,6666666.666666667
Automotive,East,MS365,LargeEnterprise,Trade Show,2020,Q1,9568084.112744352,9669095.40745981,6666666.666666667
Automotive,East,MS365,LargeEnterprise,Mail,2020,Q1,10054816.170967137,9729220.898246761,6666666.666666667
Automotive,East,MS365,MidMarket,Website,2020,Q1,7519802.709021442,7166237.192329077,6666666.666666667
Automotive,East,MS365,MidMarket,Trade Show,2020,Q1,7241073.73247182,7175522.741248009,6666666.666666667
Automotive,East,MS365,MidMarket,Mail,2020,Q1,7421992.82071538,7452033.254353194,6666666.666666667
Automotive,East,MS365,SME,Website,2020,Q1,7492749.990090547,7549949.50608673,3333333.3333333335
Automotive,East,MS365,SME,Trade Show,2020,Q1,7374840.365219758,7399836.8227294395,3333333.3333333335
Automotive,East,MS365,SME,Mail,2020,Q1,7363342.760260203,7447132.506987065,3333333.3333333335
Automotive,East,Google Workspaces,LargeEnterprise,Website,2020,Q1,6430074.249693514,6638121.231172195,3333333.3333333335
Automotive,East,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6370574.440455693,6438459.04315451,3333333.3333333335
Automotive,East,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6692219.636514665,6351425.18570142,3333333.3333333335
Automotive,East,Google Workspaces,MidMarket,Website,2020,Q1,5020125.417149,4750561.82317575,3333333.3333333335
Automotive,East,Google Workspaces,MidMarket,Trade Show,2020,Q1,4939930.43718198,4855194.784886206,3333333.3333333335
Automotive,East,Google Workspaces,MidMarket,Mail,2020,Q1,4851708.93731461,4822439.268459764,3333333.3333333335
Automotive,East,Google Workspaces,SME,Website,2020,Q1,4854762.8723837985,4768695.317514756,1666666.6666666667
Automotive,East,Google Workspaces,SME,Trade Show,2020,Q1,4967786.703661072,4803858.4877481,1666666.6666666667
Automotive,East,Google Workspaces,SME,Mail,2020,Q1,5019133.077985774,4787349.669480384,1666666.6666666667
Automotive,East,Hyperscaler,LargeEnterprise,Website,2020,Q1,10032251.854559071,10048927.028370423,10000000.0
Automotive,East,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,9967925.327514574,9584160.3280755,10000000.0
Automotive,East,Hyperscaler,LargeEnterprise,Mail,2020,Q1,9885218.987692572,9822589.078392608,10000000.0
Automotive,East,Hyperscaler,MidMarket,Website,2020,Q1,7162862.984247771,7391897.679800474,10000000.0
Automotive,East,Hyperscaler,MidMarket,Trade Show,2020,Q1,7197732.921342576,7369570.2559688855,10000000.0
Automotive,East,Hyperscaler,MidMarket,Mail,2020,Q1,7529349.384837185,7169575.395397195,10000000.0
Automotive,East,Hyperscaler,SME,Website,2020,Q1,7397893.076846816,7268459.262787748,5000000.0
Automotive,East,Hyperscaler,SME,Trade Show,2020,Q1,7129138.6732274825,7148071.649608418,5000000.0
Automotive,East,Hyperscaler,SME,Mail,2020,Q1,7170662.194289714,7303051.4613433415,5000000.0
Automotive,East,OTC,LargeEnterprise,Website,2020,Q1,6598734.040976556,6408772.90584197,6666666.666666667
Automotive,East,OTC,LargeEnterprise,Trade Show,2020,Q1,6335357.96687182,6557986.346647086,6666666.666666667
Automotive,East,OTC,LargeEnterprise,Mail,2020,Q1,6397656.553900333,6610456.690872974,6666666.666666667
Automotive,East,OTC,MidMarket,Website,2020,Q1,4914620.136809976,4909635.958061412,6666666.666666667
Automotive,East,OTC,MidMarket,Trade Show,2020,Q1,4957568.559307808,4880271.008983418,6666666.666666667
Automotive,East,OTC,MidMarket,Mail,2020,Q1,4945588.37785078,4866200.026257007,6666666.666666667
Automotive,East,OTC,SME,Website,2020,Q1,4817280.792838167,5002507.530429102,3333333.3333333335
Automotive,East,OTC,SME,Trade Show,2020,Q1,4963653.766404261,4815810.419519581,3333333.3333333335
Automotive,East,OTC,SME,Mail,2020,Q1,4821174.72624904,4970265.501858661,3333333.3333333335
Automotive,International,MPLS,LargeEnterprise,Website,2020,Q1,25853972.85038816,26545305.052917525,20000000.0
Automotive,International,MPLS,LargeEnterprise,Trade Show,2020,Q1,26527719.581522174,26004053.34496651,20000000.0
Automotive,International,MPLS,LargeEnterprise,Mail,2020,Q1,26372745.971808877,25809014.292094357,20000000.0
Automotive,International,MPLS,MidMarket,Website,2020,Q1,20019068.092593014,19564649.78325517,20000000.0
Automotive,International,MPLS,MidMarket,Trade Show,2020,Q1,19789135.470760413,19111856.711071238,20000000.0
Automotive,International,MPLS,MidMarket,Mail,2020,Q1,19681970.324002568,19055116.038674906,20000000.0
Automotive,International,MPLS,SME,Website,2020,Q1,19112409.721393712,19133923.83934227,10000000.0
Automotive,International,MPLS,SME,Trade Show,2020,Q1,19441258.96367132,19224574.03775467,10000000.0
Automotive,International,MPLS,SME,Mail,2020,Q1,19318242.84121807,19605012.18440565,10000000.0
Automotive,International,SD-WAN,LargeEnterprise,Website,2020,Q1,6430929.190684967,6672987.987797782,20000000.0
Automotive,International,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6722537.555234312,6427590.266133209,20000000.0
Automotive,International,SD-WAN,LargeEnterprise,Mail,2020,Q1,6490572.423200038,6707398.137632045,20000000.0
Automotive,International,SD-WAN,MidMarket,Website,2020,Q1,5017613.966553134,5036472.3726805,20000000.0
Automotive,International,SD-WAN,MidMarket,Trade Show,2020,Q1,4939341.587799178,5037671.381453562,20000000.0
Automotive,International,SD-WAN,MidMarket,Mail,2020,Q1,4988443.391062494,5001268.820402898,20000000.0
Automotive,International,SD-WAN,SME,Website,2020,Q1,4900791.127931558,4859147.5122393165,10000000.0
Automotive,International,SD-WAN,SME,Trade Show,2020,Q1,4923071.165387908,4771805.173300787,10000000.0
Automotive,International,SD-WAN,SME,Mail,2020,Q1,4897755.308145659,4920645.619529949,10000000.0
Automotive,International,MS365,LargeEnterprise,Website,2020,Q1,9617145.792678826,9835208.86636234,6666666.666666667
Automotive,International,MS365,LargeEnterprise,Trade Show,2020,Q1,9933471.269156903,10009985.460265758,6666666.666666667
Automotive,International,MS365,LargeEnterprise,Mail,2020,Q1,9668463.417464513,10097594.630567664,6666666.666666667
Automotive,International,MS365,MidMarket,Website,2020,Q1,7135942.184894154,7353670.787952066,6666666.666666667
Automotive,International,MS365,MidMarket,Trade Show,2020,Q1,7415462.533158225,7280341.813967903,6666666.666666667
Automotive,International,MS365,MidMarket,Mail,2020,Q1,7204699.805733172,7208655.77020032,6666666.666666667
Automotive,International,MS365,SME,Website,2020,Q1,7548206.362958811,7127159.921167817,3333333.3333333335
Automotive,International,MS365,SME,Trade Show,2020,Q1,7554267.859651163,7354101.161619996,3333333.3333333335
Automotive,International,MS365,SME,Mail,2020,Q1,7536688.975599201,7374983.400016168,3333333.3333333335
Automotive,International,Google Workspaces,LargeEnterprise,Website,2020,Q1,6481396.813435511,6663308.725260292,3333333.3333333335
Automotive,International,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6339515.97994488,6535164.120490453,3333333.3333333335
Automotive,International,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6704660.758368424,6699920.672799757,3333333.3333333335
Automotive,International,Google Workspaces,MidMarket,Website,2020,Q1,4878455.244495194,4938425.04297143,3333333.3333333335
Automotive,International,Google Workspaces,MidMarket,Trade Show,2020,Q1,5039996.445713101,5002100.871466325,3333333.3333333335
Automotive,International,Google Workspaces,MidMarket,Mail,2020,Q1,5039085.993126776,4794490.520442324,3333333.3333333335
Automotive,International,Google Workspaces,SME,Website,2020,Q1,5005902.836640208,5006600.839090695,1666666.6666666667
Automotive,International,Google Workspaces,SME,Trade Show,2020,Q1,4838334.667620876,4952543.156333155,1666666.6666666667
Automotive,International,Google Workspaces,SME,Mail,2020,Q1,4865529.318580577,4801069.909731499,1666666.6666666667
Automotive,International,Hyperscaler,LargeEnterprise,Website,2020,Q1,10010682.002910115,9613858.134887606,10000000.0
Automotive,International,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,9690153.203093767,10055900.371426534,10000000.0
Automotive,International,Hyperscaler,LargeEnterprise,Mail,2020,Q1,9601695.648011655,9519329.216270223,10000000.0
Automotive,International,Hyperscaler,MidMarket,Website,2020,Q1,7375560.568106257,7333140.724483067,10000000.0
