Customer_Industry,Region_Customer,Product_Category,Sales_Channel,Lead_Source,Year,Quarter,Lead_Value,Lead_Conversion_Probability,Lead_Weighted_Value
Automotive,North,MS365,SME,Trade Show,2020,Q1,7533659.4254522845,0.7480654037094328,5635669.979510336
Automotive,North,MS365,SME,Mail,2020,Q1,7550194.038859745,0.19769335522885814,1492623.1921711066
Automotive,North,Google Workspaces,LargeEnterprise,Website,2020,Q1,6335784.792258806,0.4933803721087949,3125951.858405893
Automotive,North,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6518987.408212827,0.5668696947303199,3695416.4020444043
Automotive,North,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6343195.75561609,0.05366338795679786,340397.37471953983
Automotive,North,Google Workspaces,MidMarket,Website,2020,Q1,5022607.829890871,0.581092160787352,2918598.0366587597
Automotive,North,Google Workspaces,MidMarket,Trade Show,2020,Q1,4905522.263420372,0.17029267626605404,835374.5147205661
Automotive,North,Google Workspaces,MidMarket,Mail,2020,Q1,4772483.203809549,0.07114849740616273,339555.0088471989
Automotive,North,Google Workspaces,SME,Website,2020,Q1,4783083.01848297,0.9019524050181332,4314113.231922107
Automotive,North,Google Workspaces,SME,Trade Show,2020,Q1,4865052.707347821,0.9176941110900858,4464630.219675974
Automotive,North,Google Workspaces,SME,Mail,2020,Q1,5032070.257861867,0.7698935072294735,3874158.219450393
Automotive,North,Hyperscaler,LargeEnterprise,Website,2020,Q1,9915745.490940848,0.2963369430229684,2938401.7065791944
Automotive,North,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,10020571.31971348,0.10181178716600083,1020212.2744844009
Automotive,North,Hyperscaler,LargeEnterprise,Mail,2020,Q1,9719873.987803988,0.6531790449214274,6348818.008110435
Automotive,North,Hyperscaler,MidMarket,Website,2020,Q1,7144446.164797499,0.4237433441152252,3027411.5097224875
Automotive,North,Hyperscaler,MidMarket,Trade Show,2020,Q1,7563442.936741986,0.12471594075409208,943281.9011956698
Automotive,North,Hyperscaler,MidMarket,Mail,2020,Q1,7132727.845798066,0.47546629550459396,3391371.685684069
Automotive,North,Hyperscaler,SME,Website,2020,Q1,7551443.24388649,0.04232520984830529,319616.4199550629
Automotive,North,Hyperscaler,SME,Trade Show,2020,Q1,7290904.840732115,0.864761177954055,6304891.458422426
Automotive,North,Hyperscaler,SME,Mail,2020,Q1,7129540.6822598465,0.25325318270401587,1805578.8690000668
Automotive,North,OTC,LargeEnterprise,Website,2020,Q1,6608996.226023138,0.6327709472927431,4181980.8025948247
Automotive,North,OTC,LargeEnterprise,Trade Show,2020,Q1,6725549.454945875,0.3030084115240463,2037898.0569695649
Automotive,North,OTC,LargeEnterprise,Mail,2020,Q1,6719583.622468371,0.4988639399071422,3352157.9604400783
Automotive,North,OTC,MidMarket,Website,2020,Q1,4798281.103360726,0.5239076625826828,2513856.2372763744
Automotive,North,OTC,MidMarket,Trade Show,2020,Q1,4804374.341819846,0.18376318819399542,882867.1463302433
Automotive,North,OTC,MidMarket,Mail,2020,Q1,4919661.674385898,0.921409550098685,4533023.250033653
Automotive,North,OTC,SME,Website,2020,Q1,4941191.447928498,0.7386248539594477,3649686.811611858
Automotive,North,OTC,SME,Trade Show,2020,Q1,4971825.374099759,0.8931290050703378,4440481.449753178
Automotive,North,OTC,SME,Mail,2020,Q1,4804315.108141644,0.8511377094019899,4089133.756389052
Automotive,West,MPLS,LargeEnterprise,Website,2020,Q1,26867744.67215643,0.57202598008242,15369047.9786945
Automotive,West,MPLS,LargeEnterprise,Trade Show,2020,Q1,26355316.143396117,0.8765617809217298,23102062.855410516
Automotive,West,MPLS,LargeEnterprise,Mail,2020,Q1,26688608.403526224,0.09318295192880431,2486923.313912467
Automotive,West,MPLS,MidMarket,Website,2020,Q1,19648078.858341005,0.19422389067399648,3816126.3201364847
Automotive,West,MPLS,MidMarket,Trade Show,2020,Q1,19497132.21710786,0.05251365157590578,1023865.6079785695
Automotive,West,MPLS,MidMarket,Mail,2020,Q1,20172619.487913996,0.3158105109174685,6370725.2670218
Automotive,West,MPLS,SME,Website,2020,Q1,19698545.644983802,0.3753566523081131,7393980.148639681
Automotive,West,MPLS,SME,Trade Show,2020,Q1,20040248.299359016,0.26506808986746216,5312030.337180751
Automotive,West,MPLS,SME,Mail,2020,Q1,20143950.875639547,0.7890132586028136,15893844.321523359
Automotive,West,SD-WAN,LargeEnterprise,Website,2020,Q1,6603475.184136798,0.34534812709197393,2280497.787139971
Automotive,West,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6552908.804740803,0.2740784391061379,1796011.016808227
Automotive,West,SD-WAN,LargeEnterprise,Mail,2020,Q1,6334737.673697594,0.5201343181687536,3294914.460686614
Automotive,West,SD-WAN,MidMarket,Website,2020,Q1,4762005.892221701,0.1424687714762769,678437.1292276176
Automotive,West,SD-WAN,MidMarket,Trade Show,2020,Q1,4810255.364815335,0.7640651619087973,3675348.5441402895
Automotive,West,SD-WAN,MidMarket,Mail,2020,Q1,4805802.529556799,0.08007760505898456,384837.15695331834
Automotive,West,SD-WAN,SME,Website,2020,Q1,4826427.638559953,0.9376737204044863,4525614.36011155
Automotive,West,SD-WAN,SME,Trade Show,2020,Q1,4841480.391309298,0.735910083138858,3562894.237283576
Automotive,West,SD-WAN,SME,Mail,2020,Q1,4858019.648065219,0.19679274064212207,956023.0006360317
Automotive,West,MS365,LargeEnterprise,Website,2020,Q1,9752322.614041325,0.015190790096186256,148145.48578019222
Automotive,West,MS365,LargeEnterprise,Trade Show,2020,Q1,9559319.803073607,0.776533742747544,7423134.384801464
Automotive,West,MS365,LargeEnterprise,Mail,2020,Q1,9525417.159171669,0.67444590321676,6424378.579433961
Automotive,West,MS365,MidMarket,Website,2020,Q1,7428275.00208286,0.695266737958528,5164632.529357028
Automotive,West,MS365,MidMarket,Trade Show,2020,Q1,7366800.671179385,0.734994125884789,5414555.219880968
Automotive,West,MS365,MidMarket,Mail,2020,Q1,7324864.890999054,0.07960197263004493,583073.6945720837
Automotive,West,MS365,SME,Website,2020,Q1,7410497.973525758,0.34695778483161627,2571129.961393678
Automotive,West,MS365,SME,Trade Show,2020,Q1,7497455.733241593,0.11891691595362192,891574.3132958914
Automotive,West,MS365,SME,Mail,2020,Q1,7317461.809102291,0.8213172203230579,6009957.392872028
Automotive,West,Google Workspaces,LargeEnterprise,Website,2020,Q1,6589781.119354125,0.5959002392179045,3926852.1454167534
Automotive,West,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6714762.222867398,0.32104414336149023,2155735.0857165596
Automotive,West,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6669183.131677958,0.06974484926886221,465141.17226531764
Automotive,West,Google Workspaces,MidMarket,Website,2020,Q1,4877800.243150723,0.30232338241272244,1474673.0682429266
Automotive,West,Google Workspaces,MidMarket,Trade Show,2020,Q1,4943415.051344423,0.3156723227051422,1560499.311353454
Automotive,West,Google Workspaces,MidMarket,Mail,2020,Q1,4803121.276574781,0.6958298076377802,3342154.9539399594
Automotive,West,Google Workspaces,SME,Website,2020,Q1,4918156.655468527,0.6093040230739003,2996652.6362846517
Automotive,West,Google Workspaces,SME,Trade Show,2020,Q1,5044398.4873415325,0.843979978021747,4257371.32447944
Automotive,West,Google Workspaces,SME,Mail,2020,Q1,4905494.534560757,0.45388202965223234,2226515.815794369
Automotive,West,Hyperscaler,LargeEnterprise,Website,2020,Q1,10056582.979514088,0.12241859118200359,1231112.7204570307
Automotive,West,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,9744400.952301957,0.6804500999896153,6630578.602332769
Automotive,West,Hyperscaler,LargeEnterprise,Mail,2020,Q1,10099306.896310778,0.7251379456998835,7323390.655783464
Automotive,West,Hyperscaler,MidMarket,Website,2020,Q1,7385649.015852401,0.5376005657153264,3970529.0890970947
Automotive,West,Hyperscaler,MidMarket,Trade Show,2020,Q1,7144021.0474061705,0.7347091491572872,5248777.62530154
Automotive,West,Hyperscaler,MidMarket,Mail,2020,Q1,7389039.658511125,0.4741678605825273,3503645.126635668
Automotive,West,Hyperscaler,SME,Website,2020,Q1,7248557.713055818,0.5013688596190744,3634201.1144778416
Automotive,West,Hyperscaler,SME,Trade Show,2020,Q1,7139616.594916153,0.41188855725703666,2940726.378648411
Automotive,West,Hyperscaler,SME,Mail,2020,Q1,7494383.9871125985,0.03389397913944948,254014.49452221862
Automotive,West,OTC,LargeEnterprise,Website,2020,Q1,6443625.1881256355,0.11141794137370617,717935.4534447185
Automotive,West,OTC,LargeEnterprise,Trade Show,2020,Q1,6651952.754951933,0.03954343454553019,263041.058365401
Automotive,West,OTC,LargeEnterprise,Mail,2020,Q1,6448620.36651568,0.6082257865879536,3922217.194831097
Automotive,West,OTC,MidMarket,Website,2020,Q1,4808297.9061621325,0.30549462221174706,1468909.1523245352
Automotive,West,OTC,MidMarket,Trade Show,2020,Q1,5042180.672231328,0.4880564496948206,2460868.7976090657
Automotive,West,OTC,MidMarket,Mail,2020,Q1,4858493.598326506,0.8631124854905274,4193426.485391407
Automotive,West,OTC,SME,Website,2020,Q1,4930412.8634329485,0.24433469539994243,1204670.9251828475
Automotive,West,OTC,SME,Trade Show,2020,Q1,4932994.447844341,0.39575994765349193,1952281.6244538429
Automotive,West,OTC,SME,Mail,2020,Q1,4918142.04465205,0.7202180702304657,3542134.7725186166
Automotive,South,MPLS,LargeEnterprise,Website,2020,Q1,26796846.522967275,0.2250702755621251,6031173.631120219
Automotive,South,MPLS,LargeEnterprise,Trade Show,2020,Q1,26412439.047520325,0.0823611152390654,2175357.9361376124
Automotive,South,MPLS,LargeEnterprise,Mail,2020,Q1,25979306.13990122,0.2823663657389419,7335682.259143287
Automotive,South,MPLS,MidMarket,Website,2020,Q1,20034856.46142913,0.16154801001876415,3236591.192355455
Automotive,South,MPLS,MidMarket,Trade Show,2020,Q1,19217275.478939157,0.8839157932020186,16986453.298148207
Automotive,South,MPLS,MidMarket,Mail,2020,Q1,19653084.109132502,0.7696331567905519,15125665.163581878
Automotive,South,MPLS,SME,Website,2020,Q1,20140660.446332507,0.605399531119798,12193146.390652763
Automotive,South,MPLS,SME,Trade Show,2020,Q1,19750477.155856494,0.8291729547764546,16376561.501566395
Automotive,South,MPLS,SME,Mail,2020,Q1,19980362.14056985,0.7654517522851676,15294003.211791415
Automotive,South,SD-WAN,LargeEnterprise,Website,2020,Q1,6594757.623551411,0.18537585535287368,1222508.8353107274
Automotive,South,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6669081.67874849,0.8490054585805791,5662086.7489772
Automotive,South,SD-WAN,LargeEnterprise,Mail,2020,Q1,6711128.4852714315,0.5169817074007117,3469530.6629011766
Automotive,South,SD-WAN,MidMarket,Website,2020,Q1,4831876.518259821,0.7689937458542188,3715682.8232816607
Automotive,South,SD-WAN,MidMarket,Trade Show,2020,Q1,4800898.324377015,0.8523258219280836,4091929.610317799
Automotive,South,SD-WAN,MidMarket,Mail,2020,Q1,4895197.225099762,0.30892326647355206,1512240.3168100864
Automotive,South,SD-WAN,SME,Website,2020,Q1,4960558.728047265,0.11344880905601615,562769.4799493884
Automotive,South,SD-WAN,SME,Trade Show,2020,Q1,4818157.375954664,0.22425905278942518,1080515.4093219754
Automotive,South,SD-WAN,SME,Mail,2020,Q1,4751230.435129049,0.4114813213086809,1955042.5772889203
Automotive,South,MS365,LargeEnterprise,Website,2020,Q1,9705761.069502022,0.7789338799671435,7560146.127901263
Automotive,South,MS365,LargeEnterprise,Trade Show,2020,Q1,10081315.601280674,0.8190867482609628,8257472.014045501
Automotive,South,MS365,LargeEnterprise,Mail,2020,Q1,9916980.476363508,0.016535002699319262,163977.29894576702
Automotive,South,MS365,MidMarket,Website,2020,Q1,7305596.449773551,0.4901024644229118,3580490.824113292
Automotive,South,MS365,MidMarket,Trade Show,2020,Q1,7211659.243806077,0.40236634295985224,2901728.956602865
Automotive,South,MS365,MidMarket,Mail,2020,Q1,7285240.353189636,0.21878134184248643,1593874.6601158583
Automotive,South,MS365,SME,Website,2020,Q1,7201427.744985561,0.12267344529366182,883423.9525107447
Automotive,South,MS365,SME,Trade Show,2020,Q1,7172837.619590828,0.32735826111941024,2348087.650441143
Automotive,South,MS365,SME,Mail,2020,Q1,7533034.0676576495,0.896335121677768,6752123.0076366905
Automotive,South,Google Workspaces,LargeEnterprise,Website,2020,Q1,6732393.468683523,0.3138107560995099,2112697.484766979
Automotive,South,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6398979.109171649,0.4976631844387641,3184536.320627489
Automotive,South,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6355142.356884645,0.6708378213614672,4263269.853134476
Automotive,South,Google Workspaces,MidMarket,Website,2020,Q1,4848919.332143864,0.35181182623653634,1705907.1655151788
Automotive,South,Google Workspaces,MidMarket,Trade Show,2020,Q1,4888497.754228424,0.923475157757703,4514406.234784271
Automotive,South,Google Workspaces,MidMarket,Mail,2020,Q1,4811446.3741227565,0.9147004572455845,4401032.198422695
Automotive,South,Google Workspaces,SME,Website,2020,Q1,4840427.473539568,0.2466753580758423,1194014.1802755175
Automotive,South,Google Workspaces,SME,Trade Show,2020,Q1,4810261.220707498,0.47741359553884233,2296484.104859027
Automotive,South,Google Workspaces,SME,Mail,2020,Q1,4982278.170529735,0.29282561122776346,1458938.650592113
Automotive,South,Hyperscaler,LargeEnterprise,Website,2020,Q1,9927546.765948357,0.27775006471481956,2757376.7567015537
Automotive,South,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,9880970.909456588,0.044673730513260825,441419.83161843335
Automotive,South,Hyperscaler,LargeEnterprise,Mail,2020,Q1,9732330.714247523,0.582990473941103,5673856.095650718
Automotive,South,Hyperscaler,MidMarket,Website,2020,Q1,7534068.423591406,0.4825182818351298,3635325.7509796303
Automotive,South,Hyperscaler,MidMarket,Trade Show,2020,Q1,7561289.643690758,0.05839002617498999,441503.9002117841
Automotive,South,Hyperscaler,MidMarket,Mail,2020,Q1,7203137.690681435,0.2719276763824147,1958732.4948895953
Automotive,South,Hyperscaler,SME,Website,2020,Q1,7225355.688635345,0.8637699328086544,6241044.997691181
Automotive,South,Hyperscaler,SME,Trade Show,2020,Q1,7361533.962600166,0.23518817722695406,1731345.7542582492
Automotive,South,Hyperscaler,SME,Mail,2020,Q1,7166062.75617701,0.1462011797657497,1047686.8292284788
Automotive,South,OTC,LargeEnterprise,Website,2020,Q1,6507912.692862579,0.4700855946609092,3059276.0082255844
Automotive,South,OTC,LargeEnterprise,Trade Show,2020,Q1,6566049.839244418,0.9365114268639646,6149180.703810696
Automotive,South,OTC,LargeEnterprise,Mail,2020,Q1,6542162.761788267,0.2375319552208104,1553972.7121803437
Automotive,South,OTC,MidMarket,Website,2020,Q1,4849272.574923408,0.6418074145615258,3112299.0938157053
Automotive,South,OTC,MidMarket,Trade Show,2020,Q1,4912733.741823162,0.7259224384089945,3566263.6571184136
Automotive,South,OTC,MidMarket,Mail,2020,Q1,5037640.286277655,0.23337929135285568,1175680.9201020761
Automotive,South,OTC,SME,Website,2020,Q1,4811805.221287413,0.694523367695148,3341911.1669816305
Automotive,South,OTC,SME,Trade Show,2020,Q1,4946449.407518201,0.35571614475609803,1759531.9134734597
Automotive,South,OTC,SME,Mail,2020,Q1,4763019.008246816,0.6043674807579646,2878613.798816427
Automotive,East,MPLS,LargeEnterprise,Website,2020,Q1,25439599.580503628,0.605517928115241,15404133.63006791
Automotive,East,MPLS,LargeEnterprise,Trade Show,2020,Q1,26216258.492091067,0.5136282030302729,13465409.739469867
Automotive,East,MPLS,LargeEnterprise,Mail,2020,Q1,25501236.02185805,0.0948723838511438,2419363.052544332
Automotive,East,MPLS,MidMarket,Website,2020,Q1,19026816.14611223,0.7951843458538836,15129826.350828364
Automotive,East,MPLS,MidMarket,Trade Show,2020,Q1,19205815.59717763,0.31153326107343166,5983250.364563724
Automotive,East,MPLS,MidMarket,Mail,2020,Q1,19677819.00519949,0.185327399775863,3646839.02949368
Automotive,East,MPLS,SME,Website,2020,Q1,19844009.14542272,0.04832863306147808,959033.8364577498
Automotive,East,MPLS,SME,Trade Show,2020,Q1,19242974.276969656,0.5654393665969473,10880735.186611071
Automotive,East,MPLS,SME,Mail,2020,Q1,19801911.32464981,0.6469105001317454,12810064.358593684
Automotive,East,SD-WAN,LargeEnterprise,Website,2020,Q1,6406323.865773025,0.025592559192184783,163954.22273910217
Automotive,East,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6578716.303985836,0.4913674748013241,3232567.2177238204
Automotive,East,SD-WAN,LargeEnterprise,Mail,2020,Q1,6498117.205291653,0.22290602868606169,1448469.5001681321
Automotive,East,SD-WAN,MidMarket,Website,2020,Q1,4946139.852800085,0.6164624229848829,3049109.3580792323
Automotive,East,SD-WAN,MidMarket,Trade Show,2020,Q1,5048515.825743775,0.17390444326469195,877959.3339889578
Automotive,East,SD-WAN,MidMarket,Mail,2020,Q1,5031345.089569769,0.6594814738163179,3318078.8749479656
Automotive,East,SD-WAN,SME,Website,2020,Q1,4751284.527350831,0.3735312255225052,1774753.1323074726
Automotive,East,SD-WAN,SME,Trade Show,2020,Q1,5015631.629308692,0.8905261894125304,4466551.322345231
Automotive,East,SD-WAN,SME,Mail,2020,Q1,4769947.23855243,0.13926968749723365,664309.0612914895
Automotive,East,MS365,LargeEnterprise,Website,2020,Q1,10071827.951695906,0.330602369987243,3329770.1909344257
Automotive,East,MS365,LargeEnterprise,Trade Show,2020,Q1,9669095.40745981,0.11666510996615372,1128046.0789845306
Automotive,East,MS365,LargeEnterprise,Mail,2020,Q1,9729220.898246761,0.879212001181849,8554047.7758878
Automotive,East,MS365,MidMarket,Website,2020,Q1,7166237.192329077,0.8346989921781222,5981650.962146456
Automotive,East,MS365,MidMarket,Trade Show,2020,Q1,7175522.741248009,0.25246513005224624,1811569.282062029
Automotive,East,MS365,MidMarket,Mail,2020,Q1,7452033.254353194,0.6303850032721283,4697650.007429447
Automotive,East,MS365,SME,Website,2020,Q1,7549949.50608673,0.7781888681891429,5875286.661026811
Automotive,East,MS365,SME,Trade Show,2020,Q1,7399836.8227294395,0.5318887629034945,3935890.053329287
Automotive,East,MS365,SME,Mail,2020,Q1,7447132.506987065,0.507871543654646,3782186.6821242147
Automotive,East,Google Workspaces,LargeEnterprise,Website,2020,Q1,6638121.231172195,0.2373411534464246,1575499.3497236087
Automotive,East,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6438459.04315451,0.09751660173754526,627856.646314795
Automotive,East,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6351425.18570142,0.8533828124761271,5420197.088205585
Automotive,East,Google Workspaces,MidMarket,Website,2020,Q1,4750561.82317575,0.8563929737335306,4068347.766654463
Automotive,East,Google Workspaces,MidMarket,Trade Show,2020,Q1,4855194.784886206,0.6051153698368719,2937952.987886468
Automotive,East,Google Workspaces,MidMarket,Mail,2020,Q1,4822439.268459764,0.32868800358577865,1585077.9355637028
Automotive,East,Google Workspaces,SME,Website,2020,Q1,4768695.317514756,0.3382570001359012,1613044.5726646602
Automotive,East,Google Workspaces,SME,Trade Show,2020,Q1,4803858.4877481,0.692398338138025,3326183.6335670305
Automotive,East,Google Workspaces,SME,Mail,2020,Q1,4787349.669480384,0.8532836443554225,4084967.17277795
Automotive,East,Hyperscaler,LargeEnterprise,Website,2020,Q1,10048927.028370423,0.8438612388092103,8479900.010864021
Automotive,East,Hyperscaler,LargeEnterprise,Trade Show,2020,Q1,9584160.3280755,0.7430830131061664,7121826.734678927
Automotive,East,Hyperscaler,LargeEnterprise,Mail,2020,Q1,9822589.078392608,0.6135097473850305,6026254.144151608
Automotive,East,Hyperscaler,MidMarket,Website,2020,Q1,7391897.679800474,0.0890915670953459,658555.7481018755
Automotive,East,Hyperscaler,MidMarket,Trade Show,2020,Q1,7369570.2559688855,0.16193099124893695,1193361.8166277236
Automotive,East,Hyperscaler,MidMarket,Mail,2020,Q1,7169575.395397195,0.8546409372154544,6127412.635359121
Automotive,East,Hyperscaler,SME,Website,2020,Q1,7268459.262787748,0.5800433160800145,4216021.213579902
Automotive,East,Hyperscaler,SME,Trade Show,2020,Q1,7148071.649608418,0.01864522851963187,133277.4293816509
Automotive,East,Hyperscaler,SME,Mail,2020,Q1,7303051.4613433415,0.10538325029407017,769619.3000612203
Automotive,East,OTC,LargeEnterprise,Website,2020,Q1,6408772.90584197,0.6336916629615724,4061185.9602460666
Automotive,East,OTC,LargeEnterprise,Trade Show,2020,Q1,6557986.346647086,0.014757888815445565,96782.03335702774
Automotive,East,OTC,LargeEnterprise,Mail,2020,Q1,6610456.690872974,0.16115956833244874,1065338.346781436
Automotive,East,OTC,MidMarket,Website,2020,Q1,4909635.958061412,0.525809762004591,2581534.514637453
Automotive,East,OTC,MidMarket,Trade Show,2020,Q1,4880271.008983418,0.6603814858311317,3222840.620171066
Automotive,East,OTC,MidMarket,Mail,2020,Q1,4866200.026257007,0.6228435839324444,3030881.4644860695
Automotive,East,OTC,SME,Website,2020,Q1,5002507.530429102,0.2208131508929262,1104619.4501596407
Automotive,East,OTC,SME,Trade Show,2020,Q1,4815810.419519581,0.6794484680666837,3272095.0120421527
Automotive,East,OTC,SME,Mail,2020,Q1,4970265.501858661,0.23301414224699207,1158142.1526554115
Automotive,International,MPLS,LargeEnterprise,Website,2020,Q1,26545305.052917525,0.31587571626971167,8385017.247188319
Automotive,International,MPLS,LargeEnterprise,Trade Show,2020,Q1,26004053.34496651,0.7117019208109426,18507134.71448288
Automotive,International,MPLS,LargeEnterprise,Mail,2020,Q1,25809014.292094357,0.6206549251043818,16018491.832477743
Automotive,International,MPLS,MidMarket,Website,2020,Q1,19564649.78325517,0.8082700058645272,15813519.59504908
Automotive,International,MPLS,MidMarket,Trade Show,2020,Q1,19111856.711071238,0.6281561187623227,12005229.73396816
Automotive,International,MPLS,MidMarket,Mail,2020,Q1,19055116.038674906,0.5442100871353432,10369986.359781347
Automotive,International,MPLS,SME,Website,2020,Q1,19133923.83934227,0.09805428175840691,1876163.1592867658
Automotive,International,MPLS,SME,Trade Show,2020,Q1,19224574.03775467,0.3556528548758675,6837274.640299932
Automotive,International,MPLS,SME,Mail,2020,Q1,19605012.18440565,0.2592902256208219,5083388.032593504
Automotive,International,SD-WAN,LargeEnterprise,Website,2020,Q1,6672987.987797782,0.23935026477633856,1597181.4417287258
Automotive,International,SD-WAN,LargeEnterprise,Trade Show,2020,Q1,6427590.266133209,0.9246299214672988,5943142.282998723
Automotive,International,SD-WAN,LargeEnterprise,Mail,2020,Q1,6707398.137632045,0.3795118611867548,2545537.1509333104
Automotive,International,SD-WAN,MidMarket,Website,2020,Q1,5036472.3726805,0.8485237618664865,4273566.484203487
Automotive,International,SD-WAN,MidMarket,Trade Show,2020,Q1,5037671.381453562,0.6032703084374271,3039077.56809589
Automotive,International,SD-WAN,MidMarket,Mail,2020,Q1,5001268.820402898,0.7571226253291494,3786573.77928026
Automotive,International,SD-WAN,SME,Website,2020,Q1,4859147.5122393165,0.4824788675188806,2344435.988812411
Automotive,International,SD-WAN,SME,Trade Show,2020,Q1,4771805.173300787,0.5522896515487775,2635418.6164209456
Automotive,International,SD-WAN,SME,Mail,2020,Q1,4920645.619529949,0.47296663218973206,2327301.1868682373
Automotive,International,MS365,LargeEnterprise,Website,2020,Q1,9835208.86636234,0.19352840853016182,1903392.3194688407
Automotive,International,MS365,LargeEnterprise,Trade Show,2020,Q1,10009985.460265758,0.689104988345815,6897930.913938212
Automotive,International,MS365,LargeEnterprise,Mail,2020,Q1,10097594.630567664,0.2739260206944044,2765993.915736585
Automotive,International,MS365,MidMarket,Website,2020,Q1,7353670.787952066,0.032857008445566604,241619.62318565746
Automotive,International,MS365,MidMarket,Trade Show,2020,Q1,7280341.813967903,0.6167439581527377,4490106.827051448
Automotive,International,MS365,MidMarket,Mail,2020,Q1,7208655.77020032,0.17648403864262602,1272212.6835094222
Automotive,International,MS365,SME,Website,2020,Q1,7127159.921167817,0.8940310692917394,6371902.405334893
Automotive,International,MS365,SME,Trade Show,2020,Q1,7354101.161619996,0.9066928623824321,6667911.032479202
Automotive,International,MS365,SME,Mail,2020,Q1,7374983.400016168,0.8699725268072216,6416032.94367338
Automotive,International,Google Workspaces,LargeEnterprise,Website,2020,Q1,6663308.725260292,0.35794917824011774,2385125.882567128
Automotive,International,Google Workspaces,LargeEnterprise,Trade Show,2020,Q1,6535164.120490453,0.024529219537135383,160302.4754227206
Automotive,International,Google Workspaces,LargeEnterprise,Mail,2020,Q1,6699920.672799757,0.8826194488324618,5913480.291447738
Automotive,International,Google Workspaces,MidMarket,Website,2020,Q1,4938425.04297143,0.41249309941827544,2037066.2522201154
Automotive,International,Google Workspaces,MidMarket,Trade Show,2020,Q1,5002100.871466325,0.9186555299010494,4595207.626695397
